epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_f1,val_precision,val_recall,threshold
1,0.5360988454071872,0.4433734939759036,1.0294674074113033,0.16885553470919323,0.7000250815149234,0.26229508196721313,0.5,0.17777777777777778,0.7900000000000001
2,0.4851329408209008,0.4718072289156626,1.0064250234144043,0.28330206378986866,0.7168798595435165,0.3079710144927536,0.18398268398268397,0.9444444444444444,0.5
3,0.4613822046389063,0.5474698795180722,1.0917884033124399,0.2964352720450281,0.7125658389766742,0.30939226519337015,0.18543046357615894,0.9333333333333333,0.5
4,0.446186279963298,0.5609638554216867,0.9358936746169657,0.4352720450281426,0.7038625532982192,0.3470715835140998,0.215633423180593,0.8888888888888888,0.5
5,0.4345339435123535,0.6091566265060241,0.9929671878550782,0.41275797373358347,0.7079257587158265,0.3410526315789474,0.21038961038961038,0.9,0.5
6,0.48825379187802237,0.6477108433734939,0.847798873962202,0.47842401500938087,0.7151241534988713,0.365296803652968,0.22988505747126436,0.8888888888888888,0.5
7,0.47106562648911077,0.6973493975903614,0.8187902962848348,0.525328330206379,0.7095309756709305,0.3659147869674185,0.23624595469255663,0.8111111111111111,0.5
8,0.4638108020374574,0.6944578313253013,0.7699915856178885,0.5647279549718575,0.7139202407825432,0.3695652173913043,0.2446043165467626,0.7555555555555555,0.5
9,0.4492044462927853,0.7233734939759037,0.7444100600246193,0.5928705440900562,0.7099322799097065,0.37822349570200575,0.2548262548262548,0.7333333333333333,0.5
10,0.42899531012558073,0.7575903614457832,0.6261357504028764,0.6660412757973734,0.7218459994983697,0.44,0.4,0.4888888888888889,0.7100000000000002
11,0.41150474097355305,0.788433734939759,0.7459417329943874,0.6153846153846154,0.7218961625282166,0.3880597014925373,0.2653061224489796,0.7222222222222222,0.5
12,0.3918918493785054,0.7980722891566265,0.6552271968204577,0.6660412757973734,0.7125909204915977,0.39864864864864863,0.28640776699029125,0.6555555555555556,0.5
13,0.4099770005352526,0.7850602409638554,0.6466837401237989,0.6641651031894934,0.7214948582894407,0.4013377926421405,0.28708133971291866,0.6666666666666666,0.5
14,0.40480570255991927,0.8062650602409639,0.6271014428272927,0.6754221388367729,0.7181339352896915,0.3878787878787879,0.4266666666666667,0.35555555555555557,0.7900000000000001
15,0.3716727957380823,0.8308433734939759,0.6675686025485312,0.6529080675422139,0.709204915976925,0.29577464788732394,0.40384615384615385,0.23333333333333334,0.8600000000000002
16,0.37482582253145885,0.8337349397590361,0.6835507841092336,0.6566604127579737,0.6841234010534237,0.3838383838383838,0.2753623188405797,0.6333333333333333,0.5
17,0.34902951007865995,0.8366265060240964,0.6633180022016028,0.6716697936210131,0.6957612239779282,0.38596491228070173,0.28205128205128205,0.6111111111111112,0.5
18,0.35773401811898475,0.8506024096385543,0.6100505509922249,0.7223264540337712,0.6886882367695009,0.33548387096774196,0.4,0.28888888888888886,0.7900000000000001
19,0.3453683063208339,0.8559036144578314,0.671175554590422,0.6866791744840526,0.6813644344118385,0.37453183520599254,0.2824858757062147,0.5555555555555556,0.5
20,0.3474537720019559,0.863132530120482,0.6476494974088043,0.6960600375234521,0.6867067970905443,0.11538461538461539,0.42857142857142855,0.06666666666666667,0.9400000000000002
21,0.3553450048041631,0.860722891566265,0.662555390741767,0.6941838649155723,0.6892400300978179,0.3985239852398524,0.2983425414364641,0.6,0.5
