epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_f1,val_precision,val_recall,threshold
1,0.5360988454071872,0.4433734939759036,1.0294674074113033,0.16885553470919323,0.7000250815149234,0.26229508196721313,0.5,0.17777777777777778,0.7900000000000001
2,0.485123892304409,0.4718072289156626,1.0064353285318914,0.28330206378986866,0.71690494105844,0.3079710144927536,0.18398268398268397,0.9444444444444444,0.5
3,0.4613612981589444,0.5474698795180722,1.0914179184535207,0.2964352720450281,0.7125407574617506,0.30939226519337015,0.18543046357615894,0.9333333333333333,0.5
4,0.44611580620329067,0.5609638554216867,0.9354422168481193,0.4352720450281426,0.7040882869325307,0.3470715835140998,0.215633423180593,0.8888888888888888,0.5
5,0.4344495349188885,0.6096385542168675,0.9916806770645878,0.4165103189493433,0.7081013293202909,0.34249471458773784,0.21148825065274152,0.9,0.5
6,0.5251239730938372,0.6616867469879518,0.8278396343759927,0.46153846153846156,0.7054176072234762,0.3492063492063492,0.21937321937321938,0.8555555555555555,0.5
7,0.5028078942270164,0.6959036144578313,0.828549068316286,0.4971857410881801,0.7221971407072987,0.38372093023255816,0.4024390243902439,0.36666666666666664,0.8200000000000002
8,0.476735083338726,0.6886746987951807,0.8383048997587379,0.5140712945590994,0.7284926009530974,0.42780748663101603,0.41237113402061853,0.4444444444444444,0.8200000000000002
9,0.48907024894852236,0.7204819277108434,0.8003607498548267,0.525328330206379,0.735214446952596,0.38596491228070173,0.4074074074074074,0.36666666666666664,0.8100000000000002
10,0.4599210598813482,0.7479518072289156,0.738483275078922,0.5872420262664165,0.7382743917732632,0.44,0.4,0.4888888888888889,0.7600000000000002
11,0.4596564330681261,0.7479518072289156,0.7023750791853857,0.6153846153846154,0.7219212440431403,0.39080459770114945,0.40476190476190477,0.37777777777777777,0.7800000000000001
12,0.45231729424143413,0.7580722891566265,0.6988451166627108,0.624765478424015,0.7215450213192875,0.33548387096774196,0.4,0.28888888888888886,0.8100000000000002
13,0.45951087902827437,0.7744578313253012,0.7133236594540093,0.6060037523452158,0.7259342864309004,0.4387755102040816,0.4056603773584906,0.4777777777777778,0.7500000000000002
14,0.43036271474447596,0.7995180722891566,0.7093582388160377,0.6135084427767354,0.7214948582894406,0.44,0.4,0.4888888888888889,0.7600000000000002
15,0.4166648132183466,0.8106024096385542,0.6572154428229771,0.649155722326454,0.7034612490594432,0.26666666666666666,0.4,0.2,0.8300000000000002
16,0.41852384389164937,0.8014457831325301,0.6104741646693304,0.6885553470919324,0.7143967895660899,0.37349397590361444,0.40789473684210525,0.34444444444444444,0.7600000000000002
17,0.41793197580848834,0.8207228915662651,0.6449841633299278,0.6641651031894934,0.7128918986706798,0.16071428571428573,0.4090909090909091,0.1,0.9000000000000002
18,0.42440568273326,0.8067469879518072,0.6368069983110195,0.6772983114446529,0.7073739653875095,0.38857142857142857,0.4,0.37777777777777777,0.7400000000000002
19,0.42183387789381555,0.8395180722891566,0.6054071681137156,0.7129455909943715,0.7174818159016804,0.33112582781456956,0.4098360655737705,0.2777777777777778,0.8000000000000002
20,0.4111397836869021,0.8303614457831325,0.601866895553095,0.7091932457786116,0.7158515174316529,0.4067796610169492,0.41379310344827586,0.4,0.7300000000000002
21,0.4115253156639007,0.8424096385542169,0.6123634787035257,0.7054409005628518,0.6922999749184852,0.17699115044247787,0.43478260869565216,0.1111111111111111,0.8800000000000002
22,0.3965441590906626,0.8501204819277108,0.6775250328638317,0.6660412757973734,0.7004013042387761,0.41081081081081083,0.4,0.4222222222222222,0.7600000000000002
