epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_f1,val_precision,val_recall,threshold
1,0.5360988454071872,0.4433734939759036,1.0294674074113033,0.16885553470919323,0.7000250815149234,0.28892455858747995,0.16885553470919323,1.0,0.5
2,0.485123892304409,0.4718072289156626,1.0064353285318914,0.28330206378986866,0.71690494105844,0.3079710144927536,0.18398268398268397,0.9444444444444444,0.5
3,0.4613612981589444,0.5474698795180722,1.0914179184535207,0.2964352720450281,0.7125407574617506,0.30939226519337015,0.18543046357615894,0.9333333333333333,0.5
4,0.44611580620329067,0.5609638554216867,0.9354422168481193,0.4352720450281426,0.7040882869325307,0.3470715835140998,0.215633423180593,0.8888888888888888,0.5
5,0.4344495349188885,0.6096385542168675,0.9916806770645878,0.4165103189493433,0.7081013293202909,0.34249471458773784,0.21148825065274152,0.9,0.5
6,0.5278479735104434,0.6549397590361445,0.8197591353983638,0.474671669793621,0.7016052169551041,0.35185185185185186,0.2222222222222222,0.8444444444444444,0.5
7,0.508113542938807,0.687710843373494,0.8117983401604486,0.49530956848030017,0.7087785302232255,0.36104513064133015,0.229607250755287,0.8444444444444444,0.5
8,0.4872683824401304,0.6727710843373494,0.8543468793158683,0.49906191369606,0.7198394783044896,0.3657957244655582,0.2326283987915408,0.8555555555555555,0.5
9,0.503007622942867,0.7016867469879519,0.8026297250116072,0.5159474671669794,0.727062954602458,0.36764705882352944,0.2358490566037736,0.8333333333333334,0.5
10,0.4759565655438297,0.7243373493975903,0.779861286590068,0.5440900562851783,0.7350388763481314,0.37532133676092544,0.24414715719063546,0.8111111111111111,0.5
11,0.4808722651722919,0.7224096385542169,0.7441667382086419,0.575984990619137,0.728066215199398,0.3858695652173913,0.25539568345323743,0.7888888888888889,0.5
12,0.47218031937817495,0.7373493975903614,0.7499328262363097,0.5684803001876173,0.7225984449460747,0.3817204301075269,0.25177304964539005,0.7888888888888889,0.5
13,0.4835947508122548,0.7416867469879518,0.7447409191453658,0.5647279549718575,0.7312515675946828,0.3862433862433862,0.2534722222222222,0.8111111111111111,0.5
14,0.4567201780411134,0.7667469879518072,0.7720550202518198,0.5834896810506567,0.7295209430649611,0.4,0.2642857142857143,0.8222222222222222,0.5
15,0.4428509996023523,0.7648192771084338,0.7145805753641683,0.600375234521576,0.7162026586405819,0.38968481375358166,0.2625482625482625,0.7555555555555555,0.5
16,0.44686944731746814,0.7653012048192771,0.687710358658159,0.6116322701688556,0.7225733634311512,0.382089552238806,0.2612244897959184,0.7111111111111111,0.5
17,0.4456116990008986,0.7720481927710844,0.7172057691814752,0.5891181988742964,0.7131176323049913,0.37249283667621774,0.25096525096525096,0.7222222222222222,0.5
18,0.44520034300275596,0.7797590361445783,0.7085742449447316,0.6135084427767354,0.7096814647604716,0.3869047619047619,0.26422764227642276,0.7222222222222222,0.5
19,0.44910131450159,0.7913253012048193,0.6730964862606986,0.6397748592870544,0.7169551040882869,0.4,0.2782608695652174,0.7111111111111111,0.5
20,0.4378638626581215,0.7869879518072289,0.6927499710171576,0.6172607879924953,0.7255831452219714,0.39644970414201186,0.2701612903225806,0.7444444444444445,0.5
21,0.44038696498755947,0.803855421686747,0.667016229642936,0.6397748592870544,0.7043391020817658,0.37254901960784315,0.2638888888888889,0.6333333333333333,0.5
22,0.42395600453916804,0.811566265060241,0.7428066382712316,0.5872420262664165,0.709756709305242,0.375,0.25190839694656486,0.7333333333333333,0.5
23,0.4101167379229902,0.8192771084337349,0.6751277653629739,0.6378986866791745,0.7152495610734889,0.38338658146964855,0.26905829596412556,0.6666666666666666,0.5
24,0.40621047212416866,0.8163855421686746,0.6833480258819981,0.6529080675422139,0.7147730122899423,0.40129449838187703,0.2831050228310502,0.6888888888888889,0.5
25,0.4361946003408317,0.8173493975903614,0.6748734809891591,0.6547842401500938,0.7074742914472032,0.39473684210526316,0.2803738317757009,0.6666666666666666,0.5
26,0.42291322978146106,0.8236144578313253,0.6845666511197475,0.6285178236397748,0.6989465763732129,0.37735849056603776,0.2631578947368421,0.6666666666666666,0.5
27,0.40697654235075753,0.8289156626506025,0.6956672520843277,0.624765478424015,0.7013794833207926,0.375,0.2608695652173913,0.6666666666666666,0.5
28,0.40131435254970227,0.8428915662650602,0.6355234822904863,0.6979362101313321,0.6960371206420868,0.41454545454545455,0.3081081081081081,0.6333333333333333,0.5
29,0.4058416852031846,0.8356626506024096,0.650196774256386,0.6810506566604128,0.7088036117381489,0.41379310344827586,0.3,0.6666666666666666,0.5
30,0.4145860032288425,0.8366265060240964,0.6012387588815886,0.7035647279549718,0.696588913970404,0.3969465648854962,0.3023255813953488,0.5777777777777777,0.5
31,0.39953107471925664,0.8443373493975903,0.6252083985264261,0.6904315196998124,0.7069224981188863,0.4,0.2972972972972973,0.6111111111111112,0.5
32,0.402726208941046,0.84,0.605748383010306,0.701688555347092,0.7069224981188863,0.4,0.3028571428571429,0.5888888888888889,0.5
33,0.41178469880517704,0.8265060240963855,0.6165448958386176,0.6848030018761726,0.7083019814396789,0.38686131386861317,0.28804347826086957,0.5888888888888889,0.5
34,0.4059192351691694,0.8404819277108434,0.6169042210417885,0.6941838649155723,0.6989214948582896,0.3985239852398524,0.2983425414364641,0.6,0.5
35,0.40575883805033675,0.8583132530120482,0.6214377715708391,0.6941838649155723,0.6969149736644095,0.3940520446096654,0.29608938547486036,0.5888888888888889,0.5
36,0.3966583637731621,0.8404819277108434,0.6311773208247787,0.6829268292682927,0.7015550539252572,0.3942652329749104,0.291005291005291,0.6111111111111112,0.5
37,0.3779468838996198,0.8491566265060241,0.6255522752792259,0.6941838649155723,0.7075746175068973,0.4157706093189964,0.30687830687830686,0.6444444444444445,0.5
38,0.41100197045199843,0.8467469879518073,0.5759403922544412,0.7354596622889306,0.7050664660145471,0.4149377593360996,0.33112582781456956,0.5555555555555556,0.5
39,0.3828883219842451,0.8554216867469879,0.5928308671902984,0.7373358348968105,0.702157010283421,0.43548387096774194,0.34177215189873417,0.6,0.5
40,0.3705659250897097,0.8718072289156626,0.5592917727261055,0.7523452157598499,0.7030599448206671,0.43103448275862066,0.352112676056338,0.5555555555555556,0.5
41,0.38888069507587386,0.8515662650602409,0.6173538258107026,0.6923076923076923,0.7064459493353399,0.3925925925925926,0.29444444444444445,0.5888888888888889,0.5
42,0.4075778123844101,0.8428915662650602,0.5784922337218923,0.7373358348968105,0.7021820917983446,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.5
43,0.39410138532339806,0.8448192771084337,0.5890867097292788,0.7223264540337712,0.6996237772761474,0.41732283464566927,0.3231707317073171,0.5888888888888889,0.5
44,0.3854592076841607,0.8554216867469879,0.5801444509910598,0.7373358348968105,0.7030348633057436,0.4067796610169492,0.3287671232876712,0.5333333333333333,0.5
45,0.39154346043805044,0.847710843373494,0.597929544341497,0.724202626641651,0.6932530724855781,0.41434262948207173,0.32298136645962733,0.5777777777777777,0.5
46,0.3948770511581237,0.8583132530120482,0.5842649424501029,0.7354596622889306,0.6957361424630047,0.41975308641975306,0.3333333333333333,0.5666666666666667,0.5
47,0.38211027811808757,0.8674698795180723,0.5828164431212319,0.7410881801125704,0.698294456985202,0.42016806722689076,0.33783783783783783,0.5555555555555556,0.5
48,0.41219045828623946,0.8544578313253012,0.5623082338533527,0.7448405253283302,0.701254075746175,0.423728813559322,0.3424657534246575,0.5555555555555556,0.5
49,0.3778973124544305,0.8616867469879518,0.6189217208474036,0.7091932457786116,0.7036368196639077,0.4061302681992337,0.30994152046783624,0.5888888888888889,0.5
50,0.36513035653585413,0.8491566265060241,0.5942042588516651,0.724202626641651,0.7020316027088036,0.4048582995951417,0.3184713375796178,0.5555555555555556,0.5
