train_loss,val_loss,train_acc,val_acc,val_f1,val_auc,val_threshold
0.11888797589225385,0.11325127146369297,0.5229722064662508,0.7091932457786116,0.38247011952191234,0.673388512666165,0.5499999999999999
0.11446084597285877,0.10909548147422511,0.5581395348837209,0.7166979362101313,0.398406374501992,0.6954100827689993,0.5499999999999999
0.10897122629903895,0.10540991166071866,0.6108905275099262,0.7185741088180112,0.4140625,0.702157010283421,0.5499999999999999
0.10331623250712607,0.10393593517633584,0.6488939307997731,0.7166979362101313,0.421455938697318,0.7036869826937548,0.5499999999999999
0.09325394233434091,0.09814715964150027,0.7146908678389109,0.7673545966228893,0.42592592592592593,0.7122397792826687,0.57
0.0882061492235432,0.09866717974978585,0.7447532614861032,0.7917448405253283,0.44776119402985076,0.7210684725357411,0.59
0.08920795053361967,0.09607641628155342,0.7339761769710721,0.7917448405253283,0.42487046632124353,0.71840983195385,0.59
0.08288492199394829,0.09730482861874921,0.7748156551332955,0.8048780487804879,0.43478260869565216,0.7239277652370203,0.61
0.08425468910470715,0.09976057109980377,0.7674418604651163,0.776735459662289,0.43601895734597157,0.7280411336844745,0.59
0.0841670286119559,0.09599903734718881,0.7714123652864435,0.7485928705440901,0.4322033898305085,0.7256834712816654,0.5499999999999999
0.08273097346692652,0.09501780510843359,0.7748156551332955,0.7692307692307693,0.4484304932735426,0.7228492600953098,0.57
0.08125191211480683,0.09485043487450419,0.7776517300056721,0.7335834896810507,0.432,0.7280662151993981,0.5399999999999999
0.08110096834080163,0.09585127388223251,0.7736812251843449,0.7448405253283302,0.4380165289256198,0.7255831452219714,0.5499999999999999
0.07827234236704174,0.09529625354631757,0.792966534316506,0.7673545966228893,0.43119266055045874,0.7279408076247805,0.58
0.07778989080333332,0.0958517040029923,0.7855927396483268,0.776735459662289,0.43601895734597157,0.729771758214196,0.59
0.07489993261787206,0.09284990533878834,0.8065796937039138,0.7448405253283302,0.4380165289256198,0.7282417858038626,0.5399999999999999
0.07864440960669071,0.09230915136900897,0.7810550198525241,0.774859287054409,0.4392523364485981,0.7279658891397043,0.57
