epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_f1,val_precision,val_recall,threshold
1,0.5498467809033681,0.44433734939759034,0.9468140116216541,0.16885553470919323,0.6710308502633558,0.32432432432432434,0.41379310344827586,0.26666666666666666,0.7200000000000002
2,0.509783295594066,0.4520481927710843,0.8601789920683426,0.32645403377110693,0.6940055179332831,0.2,0.4,0.13333333333333333,0.8000000000000002
3,0.4905561533893447,0.5219277108433735,0.8795866971838988,0.3902439024390244,0.6857286180085277,0.32432432432432434,0.19948849104859334,0.8666666666666667,0.5
4,0.4885136374508042,0.552289156626506,0.9533221640014291,0.34146341463414637,0.6821670428893906,0.31844660194174756,0.19294117647058823,0.9111111111111111,0.5
5,0.48360130120472733,0.5469879518072289,0.987230099052694,0.324577861163227,0.6851015801354403,0.3155893536121673,0.19036697247706422,0.9222222222222223,0.5
6,0.47170539015746976,0.5571084337349398,0.9369020318895522,0.37335834896810505,0.6774517180837722,0.32661290322580644,0.19950738916256158,0.9,0.5
7,0.4647716236976256,0.5826506024096385,0.937586711338716,0.3789868667917448,0.6775018811136192,0.3231083844580777,0.19799498746867167,0.8777777777777778,0.5
8,0.5446477782439036,0.6125301204819277,0.810628359022552,0.474671669793621,0.6760471532480561,0.33962264150943394,0.2155688622754491,0.8,0.5
9,0.5483712556275977,0.6313253012048192,0.8385417418900395,0.4446529080675422,0.6868322046651618,0.3392857142857143,0.2122905027932961,0.8444444444444444,0.5
10,0.5112573647929961,0.6284337349397591,0.7967533797976224,0.5121951219512195,0.6829194883370956,0.3627450980392157,0.23270440251572327,0.8222222222222222,0.5
11,0.5299008667325399,0.6804819277108434,0.7915195030969259,0.5065666041275797,0.6853774767995987,0.3569682151589242,0.22884012539184953,0.8111111111111111,0.5
12,0.518514762872673,0.6448192771084338,0.8082196031457711,0.5065666041275797,0.6979433157762729,0.36009732360097324,0.23052959501557632,0.8222222222222222,0.5
13,0.5123739445065878,0.6775903614457831,0.822452823395577,0.5046904315196998,0.7045146726862302,0.3684210526315789,0.2347560975609756,0.8555555555555555,0.5
14,0.507058765198811,0.683855421686747,0.8039757229150124,0.5234521575984991,0.7032355154251317,0.365,0.23548387096774193,0.8111111111111111,0.5
15,0.5015244423912232,0.6833734939759036,0.7861770522303697,0.5384615384615384,0.7030097817908202,0.3756345177664975,0.24342105263157895,0.8222222222222222,0.5
16,0.5002907468899187,0.7016867469879519,0.7949381578035695,0.5347091932457786,0.707148231753198,0.37055837563451777,0.24013157894736842,0.8111111111111111,0.5
17,0.5113393195135048,0.6906024096385542,0.784538771153391,0.5365853658536586,0.7039628793579132,0.37150127226463103,0.24092409240924093,0.8111111111111111,0.5
18,0.5003935265828328,0.7108433734939759,0.7983962614473661,0.525328330206379,0.7051918735891648,0.3690773067331671,0.2379421221864952,0.8222222222222222,0.5
19,0.5042827293815383,0.7026506024096385,0.7751931071169604,0.5553470919324578,0.7089290193127665,0.3779527559055118,0.24742268041237114,0.8,0.5
