epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_f1,val_precision,val_recall,threshold
20,0.4922400595193886,0.7016867469879519,0.7933045462416887,0.5309568480300187,0.7047153248056182,0.3686868686868687,0.238562091503268,0.8111111111111111,0.5
21,0.49594764282904474,0.7248192771084337,0.798937590048416,0.5440900562851783,0.7107850514171056,0.3848101265822785,0.24918032786885247,0.8444444444444444,0.5
22,0.4948110815559525,0.7166265060240964,0.8157293631032976,0.5103189493433395,0.7109104589917231,0.36185819070904646,0.23197492163009403,0.8222222222222222,0.5
23,0.4984866279004568,0.7301204819277108,0.8041335938683594,0.5347091932457786,0.7122397792826687,0.3768844221105528,0.2435064935064935,0.8333333333333334,0.5
24,0.4796257141699274,0.7161445783132531,0.7034536624715207,0.6078799249530957,0.6908703285678456,0.3798219584569733,0.2591093117408907,0.7111111111111111,0.5
25,0.5127822792673685,0.7060240963855422,0.7621062916282417,0.5440900562851783,0.6970654627539503,0.36220472440944884,0.23711340206185566,0.7666666666666667,0.5
26,0.4947075935875077,0.7243373493975903,0.7506679656581629,0.5703564727954972,0.7041133684474542,0.3726027397260274,0.24727272727272728,0.7555555555555555,0.5
27,0.4833152896237661,0.7416867469879518,0.7650325023210965,0.5590994371482176,0.7012039127163281,0.37994722955145116,0.2491349480968858,0.8,0.5
28,0.476190658362515,0.7532530120481927,0.7430958037752148,0.5853658536585366,0.7121896162528216,0.38095238095238093,0.2546816479400749,0.7555555555555555,0.5
29,0.4775998495860272,0.7595180722891566,0.7924004463831882,0.5365853658536586,0.7062202157010283,0.36175710594315247,0.2356902356902357,0.7777777777777778,0.5
30,0.4600467840447483,0.7590361445783133,0.7600806228550916,0.5572232645403377,0.6975921745673438,0.3621621621621622,0.2392857142857143,0.7444444444444445,0.5
31,0.4678211476142148,0.7749397590361445,0.7419910050690957,0.575984990619137,0.7038123902683722,0.3756906077348066,0.25,0.7555555555555555,0.5
32,0.46796865308141133,0.7672289156626506,0.7325215143401448,0.5966228893058161,0.7068723350890393,0.3839541547277937,0.25868725868725867,0.7444444444444445,0.5
33,0.453284895534975,0.7677108433734939,0.6922074557468993,0.6153846153846154,0.7041886129922248,0.39882697947214074,0.27091633466135456,0.7555555555555555,0.5
34,0.4624598776863282,0.7653012048192771,0.7396759228120378,0.5909943714821764,0.7037371457236019,0.384180790960452,0.25757575757575757,0.7555555555555555,0.5
35,0.4507914764335357,0.7686746987951807,0.7274603317535393,0.6041275797373359,0.7005768748432406,0.3812316715542522,0.2589641434262948,0.7222222222222222,0.5
36,0.459375218842403,0.7667469879518072,0.76137852445105,0.5684803001876173,0.7026586405818912,0.3783783783783784,0.25,0.7777777777777778,0.5
37,0.47672536308506885,0.7546987951807229,0.7283305942900409,0.5909943714821764,0.6984951091045899,0.37714285714285717,0.25384615384615383,0.7333333333333333,0.5
38,0.4807827515630837,0.7604819277108433,0.7483597213287068,0.5872420262664165,0.707148231753198,0.38202247191011235,0.2556390977443609,0.7555555555555555,0.5
